# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Tue Jun  7 11:44:30 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
4990064;K;-8346;274;-1472;-37;-12;12
4990064;L;-8164;308;1584;86;-61;47
4990064;M;-8206;66;-750;207;-60;5
4990064;N;-8052;1870;-844;52;18;-76
4990064;O;-7906;-1236;1804;139;3;84
4998392;J;-8198;-1142;-1440;57;4;-6
4998392;K;-8364;240;-1420;-35;-16;9
4998392;L;-8110;330;1504;82;-63;54
4998392;M;-8226;104;-688;202;-49;8
4998392;N;-8048;1868;-760;50;20;-74
4998392;O;-7898;-1302;1766;136;6;85
5006552;J;-8248;-1124;-1468;28;2;-4
5006552;K;-8272;232;-1436;-28;-17;18
5006552;L;-8210;280;1540;66;-58;62
5006552;M;-8230;74;-704;200;-47;-4
5006552;N;-8088;1846;-722;42;20;-71
5006552;O;-7934;-1312;1864;127;5;89
5014796;J;-8160;-1124;-1480;13;-4;-15
5014796;K;-8408;272;-1460;-15;-26;21
5014796;L;-8108;302;1568;48;-66;61
5014796;M;-8220;104;-712;204;-47;3
5014796;N;-8062;1836;-800;38;20;-73
5014796;O;-7910;-1240;1838;112;7;95
5022956;J;-8262;-1188;-1390;0;3;-20
5022956;K;-8400;280;-1506;-21;-32;17
5022956;L;-8182;314;1572;28;-61;64
5022956;M;-8202;116;-702;203;-49;0
5022956;N;-8068;1848;-778;40;15;-68
5022956;O;-7898;-1290;1902;103;10;92
5031288;J;-8294;-1132;-1430;-7;7;1
5031288;K;-8350;328;-1440;-23;-38;5
5031288;L;-8182;242;1610;11;-61;67
5031288;M;-8288;132;-678;217;-46;8
