# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:; Tue Jun  7 11:13:36 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
5144848;O;-7432;-3086;1740;42;-4;55
5153008;J;-8252;-394;-1652;14;13;-21
5153008;K;-8430;-492;-482;-6;17;44
5153008;L;-7804;2618;-862;58;-61;68
5153008;M;-8276;-860;-228;223;-53;25
5153008;N;-8338;-386;910;68;24;-44
5153008;O;-7396;-3196;1764;40;0;49
5161168;J;-8224;-374;-1686;16;12;-17
5161168;K;-8430;-538;-528;-7;9;45
5161168;L;-7790;2594;-796;57;-61;68
5161168;M;-8334;-856;-208;225;-51;22
5161168;N;-8324;-358;960;77;21;-45
5161168;O;-7400;-3142;1780;41;-10;41
5169328;J;-8254;-378;-1686;11;14;-19
5169328;K;-8446;-472;-444;-10;13;42
5169328;L;-7780;2616;-832;62;-66;67
5169328;M;-8286;-822;-258;223;-51;21
5169328;N;-8316;-360;850;62;27;-46
5169328;O;-7444;-3214;1778;41;-6;42
5177488;J;-8228;-348;-1628;8;17;-17
5177488;K;-8426;-528;-536;-8;18;40
5177488;L;-7772;2604;-880;64;-74;62
5177488;M;-8310;-858;-264;223;-53;20
5177488;N;-8304;-330;870;64;31;-47
5177488;O;-7384;-3164;1692;46;2;48
5185732;J;-8278;-394;-1714;12;9;-11
5185732;K;-8428;-516;-474;-12;10;40
5185732;L;-7728;2588;-848;59;-68;68
5185732;M;-8306;-908;-304;221;-57;21
5185732;N;-8256;-412;860;70;25;-45
5185732;O;-7374;-3164;1744;53;-2;44
5193892;J;-8258;-382;-1698;13;7;-20
5193892;K;-8440;-476;-472;-10;11;38
5193892;L;-7764;2578;-870;61;-63;72
